from,to,file_name,message,mood,score
Ricky Tigg,Jia Tan,issue_72.csv,"Thanks to your quote, I could notice in it _installation_ while I had in mind  _uninstallation_ while reporting. Rectified in report.",positive,0.7406258033588529
Ricky Tigg,Jia Tan,issue_71.csv,"I learned my lesson, I know i will ignore archives auto-generated by this platform. As we can conclude there is no case for an issue, hence closing accordingly.",negative,-0.6566847991198301
