event,from,created_at,body,to
thread_started,251,2023-03-20T18:45:06Z,"### Describe the bug

With a plain `./configure` I get:
```
./src/liblzma/.libs/liblzma.a
./src/liblzma/.libs/liblzma.so.5.4.2
./src/liblzma/.libs/liblzma.so.5
./src/liblzma/.libs/liblzma.so
```
but as soon as I add `--disable-threads` the `.so.5.4.2` file and links are missing:
```
./src/liblzma/.libs/liblzma.a
```
Is this the intended behaviour?

### Version

5.4.2

### Operating System

Linux AMD64

### Relevant log output

_No response_",[np.int64(251)]
commented,251,2023-03-21T11:41:22Z,Thanks!,[np.int64(251)]
